,submitter_title,date,submitter_name,reviewer_name,reviewer_orcid,sim,count
0,Diversifying Top-K Results,20200101,Lu Qin,Yufei Tao,1359,0.15555555555555556,0
1,Diversifying Top-K Results,20200101,Lu Qin,Zhao Sun,1375,0.15555555555555556,0
2,Diversifying Top-K Results,20200101,Lu Qin,Tilmann Zaschke,1260,0.11861504307305325,0
3,Diversifying Top-K Results,20200101,Lu Qin,El Kindi Rezig,831,0.15974069235137256,0
4,Diversifying Top-K Results,20200101,Lu Qin,An Liu,712,0.15555555555555556,0
5,Diversifying Top-K Results,20200101,Lu Qin,Christina Pavlopoulou,779,0.15555555555555556,0
6,A Generic Framework for Efficient and Effective Subsequence Retrieval,20200102,Haohan Zhu,Chih-Ya Shen,776,0.07832594463128473,0
7,A Generic Framework for Efficient and Effective Subsequence Retrieval,20200102,Haohan Zhu,Xiaodong Li,1308,0.07832594463128473,0
8,A Generic Framework for Efficient and Effective Subsequence Retrieval,20200102,Haohan Zhu,Shiwen Cheng,1211,0.07631578947368423,0
9,A Generic Framework for Efficient and Effective Subsequence Retrieval,20200102,Haohan Zhu,Long Yuan,1027,0.11554054054054053,0
10,A Generic Framework for Efficient and Effective Subsequence Retrieval,20200102,Haohan Zhu,Chen Zeng,771,0.07631578947368423,0
11,A Generic Framework for Efficient and Effective Subsequence Retrieval,20200102,Haohan Zhu,Yang Li,1322,0.08048240544725077,0
12,A Comparison of Flexible Schemas for Software as a Service,20200103,Stefan Aulbach,Daniel Tahara,801,0.15974069235137256,0
13,A Comparison of Flexible Schemas for Software as a Service,20200103,Stefan Aulbach,Arvind Arasu,740,0.11861504307305325,0
14,A Comparison of Flexible Schemas for Software as a Service,20200103,Stefan Aulbach,Zsolt Istv?n,1386,0.15974069235137256,0
15,A Comparison of Flexible Schemas for Software as a Service,20200103,Stefan Aulbach,Jing Wang,960,0.12180451127819547,0
16,A Comparison of Flexible Schemas for Software as a Service,20200103,Stefan Aulbach,Renata Borovica-Gajic,1180,0.12180451127819547,0
17,A Comparison of Flexible Schemas for Software as a Service,20200103,Stefan Aulbach,Yanyan Shen,1331,0.11861504307305325,0
18,A Comprehensive Study of Main-Memory Partitioning and its Application to Large-Scale Comparison- and Radix-Sort,20200104,Orestis Polychroniou,Chuan Lei,785,0.07631578947368423,0
19,A Comprehensive Study of Main-Memory Partitioning and its Application to Large-Scale Comparison- and Radix-Sort,20200104,Orestis Polychroniou,Oliver Arnold,1123,0.07631578947368423,0
20,A Comprehensive Study of Main-Memory Partitioning and its Application to Large-Scale Comparison- and Radix-Sort,20200104,Orestis Polychroniou,Stratos Idreos,1234,0.039865827348249984,0
21,A Comprehensive Study of Main-Memory Partitioning and its Application to Large-Scale Comparison- and Radix-Sort,20200104,Orestis Polychroniou,Puya Memarzia,1159,0.07631578947368423,0
22,A Comprehensive Study of Main-Memory Partitioning and its Application to Large-Scale Comparison- and Radix-Sort,20200104,Orestis Polychroniou,Viktor Leis,1280,0.07631578947368423,0
23,A Comprehensive Study of Main-Memory Partitioning and its Application to Large-Scale Comparison- and Radix-Sort,20200104,Orestis Polychroniou,Abdullah Mueen,683,0.11554054054054053,0
24,Making Pattern Queries Bounded in Big Graphs,20200105,Yang Cao,Alexandros Efentakis,703,0.11554054054054053,0
25,Making Pattern Queries Bounded in Big Graphs,20200105,Yang Cao,Foteini Katsarou,866,0.11554054054054053,0
26,Making Pattern Queries Bounded in Big Graphs,20200105,Yang Cao,Saad Aljubayrin,1195,0.11554054054054053,0
27,Making Pattern Queries Bounded in Big Graphs,20200105,Yang Cao,Charu C. Aggarwal,766,0.15555555555555556,0
28,Making Pattern Queries Bounded in Big Graphs,20200105,Yang Cao,Guanfeng Liu,887,0.15555555555555556,0
29,Making Pattern Queries Bounded in Big Graphs,20200105,Yang Cao,Steven Euijong Whang,1233,0.11554054054054053,0
30,Predictive Tree: An Efficient Index for Predictive Queries On Road Networks,20200106,Abdeltawab M. Hendawi,Paras Mehta ,1135,0.15974069235137256,0
31,Predictive Tree: An Efficient Index for Predictive Queries On Road Networks,20200106,Abdeltawab M. Hendawi,Emre Sefer,836,0.15555555555555556,0
32,Predictive Tree: An Efficient Index for Predictive Queries On Road Networks,20200106,Abdeltawab M. Hendawi,Theodoros Chondrogiannis,1253,0.15555555555555556,0
33,Predictive Tree: An Efficient Index for Predictive Queries On Road Networks,20200106,Abdeltawab M. Hendawi,Miao Qiao,1070,0.20177670577535006,0
34,Predictive Tree: An Efficient Index for Predictive Queries On Road Networks,20200106,Abdeltawab M. Hendawi,Dimitris Bilidas,816,0.15555555555555556,0
35,Predictive Tree: An Efficient Index for Predictive Queries On Road Networks,20200106,Abdeltawab M. Hendawi,Dritan Bleco,826,0.11554054054054053,0
36,Kernel-Based Cardinality Estimation on Metric Data,20200107,Michael Mattig,Thanh T. L. Tran,1250,0.11861504307305325,0
37,Kernel-Based Cardinality Estimation on Metric Data,20200107,Michael Mattig,Hyunjung Park,919,0.15555555555555556,0
38,Kernel-Based Cardinality Estimation on Metric Data,20200107,Michael Mattig,Sayan Ranu,1199,0.15974069235137256,0
39,Kernel-Based Cardinality Estimation on Metric Data,20200107,Michael Mattig,Thanh Nguyen,1249,0.11861504307305325,0
40,Kernel-Based Cardinality Estimation on Metric Data,20200107,Michael Mattig,Mirco Stern,1086,0.11554054054054053,0
41,Kernel-Based Cardinality Estimation on Metric Data,20200107,Michael Mattig,Jie Xu,955,0.11861504307305325,0
42,Iterative Estimation of Mutual Information with Error Bounds,20200108,Michael Vollmer,Udayan Khurana,1269,0.11554054054054053,0
43,Iterative Estimation of Mutual Information with Error Bounds,20200108,Michael Vollmer,Mostafa Ead,1097,0.11554054054054053,0
44,Iterative Estimation of Mutual Information with Error Bounds,20200108,Michael Vollmer,Cristian Consonni,789,0.11861504307305325,0
45,Iterative Estimation of Mutual Information with Error Bounds,20200108,Michael Vollmer,Manish Kesarwani,1045,0.15555555555555556,0
46,Iterative Estimation of Mutual Information with Error Bounds,20200108,Michael Vollmer,Thanh T. L. Tran,1250,0.11861504307305325,0
47,Iterative Estimation of Mutual Information with Error Bounds,20200108,Michael Vollmer,Laura B. Kassner,1013,0.11554054054054053,0
48,ERACER: A Database Approach for Statistical Inference and Data Cleaning,20200109,Chris Mayfield,Daniel Tahara,801,0.15555555555555556,0
49,ERACER: A Database Approach for Statistical Inference and Data Cleaning,20200109,Chris Mayfield,Zsolt Istv?n,1386,0.15555555555555556,0
50,ERACER: A Database Approach for Statistical Inference and Data Cleaning,20200109,Chris Mayfield,Anupam Sanghi,728,0.15555555555555556,0
51,ERACER: A Database Approach for Statistical Inference and Data Cleaning,20200109,Chris Mayfield,Sudipto Das,1236,0.15555555555555556,0
52,ERACER: A Database Approach for Statistical Inference and Data Cleaning,20200109,Chris Mayfield,Jing Wang,960,0.20177670577535012,0
53,ERACER: A Database Approach for Statistical Inference and Data Cleaning,20200109,Chris Mayfield,Fangjin Yang ,854,0.12191408436135236,0
54,Processing a Trillion Cells per Mouse Click,20200110,Alexander Hall,Daniel Tahara,801,0.19642857142857145,0
55,Processing a Trillion Cells per Mouse Click,20200110,Alexander Hall,Peter Macko,1145,0.15555555555555556,0
56,Processing a Trillion Cells per Mouse Click,20200110,Alexander Hall,Dimitris Bilidas,816,0.15555555555555556,0
57,Processing a Trillion Cells per Mouse Click,20200110,Alexander Hall,Sudipto Das,1236,0.15555555555555556,0
58,Processing a Trillion Cells per Mouse Click,20200110,Alexander Hall,Florian Funke,863,0.19642857142857145,0
59,Processing a Trillion Cells per Mouse Click,20200110,Alexander Hall,Hina A. Khan,906,0.19642857142857145,0
