reviewer_orcid,reviewer_name,reviewer_coauthor1_name,reviewer_coauthor1_id,reviewer_coauthor2_name,reviewer_coauthor2_id,reviewer_coauthor3_name,reviewer_coauthor3_id,reviewer_coauthor4_name,reviewer_coauthor4_id,reviewer_coauthor5_name,reviewer_coauthor5_id,reviewer_coauthor6_name,reviewer_coauthor6_id,reviewer_coauthor7_name,reviewer_coauthor7_id,reviewer_coauthor8_name,reviewer_coauthor8_id,reviewer_coauthor9_name,reviewer_coauthor9_id,reviewer_coauthor10_name,reviewer_coauthor10_id,reviewer_coauthor_title_doi,reviewer_coauthor_title
1077,Michael Shekelyan,Gregor Josse ?,884, Matthias Schubert ,378,,,,,,,,,,,,,,,,,,Linear Path Skylines in Multicriteria Networks
922,Inah Jeon,Evangelos E. Papalexakis,848, U Kang,571, Christos Faloutsos ,111,,,,,,,,,,,,,,,,HaTen2: Billion-scale Tensor Decompositions
1267,Tuan-Anh Nguyen Pham,Xutao Li,1320, Gao Cong,187, Zhenjie Zhang ,676,,,,,,,,,,,,,,,,A General Graph-based Model for Recommendation in Event-based Social Networks
981,Kaiqi Zhao,Gao Cong,871, Quan Yuan,458, Kenny Q. Zhu ,319,,,,,,,,,,,,,,,,SAR: A Sentiment-Aspect-Region Model for User Preference Analysis in Geo-tagged Reviews
1344,Yongming Luo,George H.L. Fletcher,875, Jan Hidders,251, Paul De Bra ,440,,,,,,,,,,,,,,,,Efficient and scalable trie-based algorithms for computing set containment relations
1142,Pericles de Oliveira,Altigran da Silva,705, Edleno de Moura ,157,,,,,,,,,,,,,,,,,,Ranking Candidate Networks of Relations to Improve Keyword Search over Relational Databases
1306,Xiang Wang,Ying Zhang,1338, Wenjie Zhang,609, Xuemin Lin,641, Wei Wang ,602,,,,,,,,,,,,,,AP-Tree: Efficiently Support Continuous Spatial-Keyword Queries Over Stream
1305,Xiang Ao,Ping Luo,1153, Chengkai Li,105, Fuzhen Zhuang,182, Qing He ,456,,,,,,,,,,,,,,Online Frequent Episode Mining
1107,Nguyen Thanh Tam, Nguyen Quoc Viet Hung,417, Matthias Weidlich,379,  Karl Aberer ,7,,,,,,,,,,,,,,,,Result Selection and Summarization for Web Table Search
1325,Yanhua Li,Jun Luo,975, Chi-Yin Chow,107, Kam-Lam Chan,308, Ye Ding,655, Fan Zhang ,172,,,,,,,,,,,,Growing the Charging Station Network for Electric Vehicles with Trajectory Data Analytics
947,Jiajun Liu,Kun Zhao,1008, Philipp Sommer,447, Shuo Shang,516, Brano Kusy,85, Raja Jurdak ,463,,,,,,,,,,,,Bounded Quadrant System: Error-bounded Trajectory Compression on the Go
732,Aristides Gionis,Michael Mathioudakis,1076, Antti Ukkonen ,53,,,,,,,,,,,,,,,,,,Bump hunting in the dark: Local discrepancy maximization on graphs
887,Guanfeng Liu,Kai Zheng,980, Yan Wang,644, Mehmet A. Orgun,381, An Liu,39, Lei Zhao,337, Xiaofang Zhou ,626,,,,,,,,,,Multi-Constrained Graph Pattern Matching in Large-Scale Contextual Social Graphs
1057,Marius Eich,Guido Moerkotte ,888,,,,,,,,,,,,,,,,,,,,Dynamic Programming: The Next Step
878,Georgia Koutrika,Lei Liu,1017, Steve Simske ,539,,,,,,,,,,,,,,,,,,Generating Reading Orders over Document Collections
952,Jianneng Cao,Fang-Yu Rao,853, Elisa Bertino,164, Murat Kantarcioglu ,407,,,,,,,,,,,,,,,,A Hybrid Private Record Linkage Scheme: Separating Differentially Private Synopses From Matching Records
692,Ahmed Eldawy,Mohamed F. Mokbel ,1091,,,,,,,,,,,,,,,,,,,,SpatialHadoop: A MapReduce Framework for Spatial Data
730,Arian Bar,Lukasz Golab,1037, Stefan Ruehrup,538, Mirko Schiavone,397, Pedro Casas ,442,,,,,,,,,,,,,,Cache-Oblivious Scheduling of Shared Workloads
1376,Zhe Fan,Byron Choi,758, Jianliang Xu,274, Sourav S Bhowmick ,523,,,,,,,,,,,,,,,,Asymmetric Structure-Preserving Subgraph Queries for Large Graphs
1119,Norases Vesdapunt,Hector Garcia-Molina ,901,,,,,,,,,,,,,,,,,,,,Identifying Users in Social Networks with Limited Information
1246,Tanmoy Chakraborty,Natwar Modani,1105, Ramasuri Narayanam,465, Seema Nagar ,504,,,,,,,,,,,,,,,,DiSCern: A Diversified Citation Recommendation System for Scientific Queries
1016,Lei Chen,Xin Lin,1316, Haibo Hu,216, Christian S. Jensen,109, Jianliang Xu ,275,,,,,,,,,,,,,,Answering Why-Not Questions on Spatial Keyword Top-k Queries
1180,Renata Borovica-Gajic,Stratos Idreos,1234, Anastasia Ailamaki,41, Marcin Zukowski,364, Campbell Fraser ,91,,,,,,,,,,,,,,Smooth Scan: Statistics-Oblivious Access Paths
1299,Wenqing Lin,Xiaokui Xiao,1310, Xing Xie,637, Xiao-Li Li ,623,,,,,,,,,,,,,,,,Network Motif Discovery: A GPU Approach
1146,Petko Bakalov,Erik Hoel,842, Wee-Liang Heng ,598,,,,,,,,,,,,,,,,,,Time Dependent Transportation Network Models
831,El Kindi Rezig,Eduard C. Dragut,829, Mourad Ouzzani,403, Ahmed K. Elmagarmid ,19,,,,,,,,,,,,,,,,Query-Time Record Linkage and Fusion over Web Databases
1219,Songlin Hu,Wantao Liu,1288, Tilmann Rabl,564, Shuo Huang,515, Ying Liang,656, Zheng Xiao,672, Hans-Arno Jacobsen,219, Xubin Pei,640, Jiye Wang,289, ,,,,,DualTable: A Hybrid Storage Model for Update Optimization in Hive
712,An Liu,Kai Zheng,980, Lu Li,345, Guanfeng Liu,210, Lei Zhao,337, Xiaofang Zhou ,626,,,,,,,,,,,,Efficient Secure Similarity Computation on Encrypted Trajectory Data
889,Gunes Aluc,M. Tamer Ozsu,1039, Khuzaima Daudjee,324, Olaf Hartig ,428,,,,,,,,,,,,,,,,Executing Queries over Schemaless RDF Databases
1340,Yingjun Wu,Kian-Lee Tan  ,997,,,,,,,,,,,,,,,,,,,,ChronoStream: Elastic Stateful Stream Computation in the Cloud
961,Jinling Jiang,Hua Lu,913, Bin Yang,73, Bin Cui ,71,,,,,,,,,,,,,,,,Finding Top-k Local Users in Geo-Tagged Social Media Data
1043,Manas Joglekar,Hector Garcia-Molina,900, Aditya Parameswaran ,17,,,,,,,,,,,,,,,,,,Comprehensive and Reliable Crowd Assessment Algorithms
802,David B. Lomet,Faisal Nawab ,852,,,,,,,,,,,,,,,,,,,,High Performance Temporal Indexing on Modern Hardware
683,Abdullah Mueen,Suman Nath,1237, Jie Liu ,283,,,,,,,,,,,,,,,,,,Fast Approximate Correlation for Massive Time-series Data
1124,Oliver Kennedy,Suman Nath ,1238,,,,,,,,,,,,,,,,,,,,Jigsaw: Efficient Optimization Over Uncertain Enterprise Data
688,Adam Silberstein,Jeff Terrace,934, Brian F. Cooper,86, Raghu Ramakrishnan ,461,,,,,,,,,,,,,,,,Feeding Frenzy: Selectively Materializing Users¡¯ Event Feeds
1234,Stratos Idreos,Martin L. Kersten,1061, Stefan Manegold ,537,,,,,,,,,,,,,,,,,,Self-organizing Tuple Reconstruction in Column-stores
1355,Yubao Wu, Ruoming Jin,490, Xiang Zhang ,620,,,,,,,,,,,,,,,,,,Fast and Unified Local Search for Random Walk Based K-Nearest-Neighbor Query in Large Graphs
1301,Wolfgang Gatterbauer,Dan Suciu ,795,,,,,,,,,,,,,,,,,,,,Data Conflict Resolution Using Trust Mappings
959,Jinbao Wang,Sai Wu,1196, Hong Gao,231, Jianzhong Li,277, Beng Chin Ooi ,63,,,,,,,,,,,,,,Indexing Multi-dimensional Data in a Cloud System
1022,Liang Xu,Tok Wang Ling,1265,  Huayu Wu,5, Zhifeng Bao ,677,,,,,,,,,,,,,,,,DDE: From Dewey to a Fully Dynamic XML Labeling Scheme
1379,Zhenjie Zhang,Marios Hadjieleftheriou,1055, Beng Chin Ooi,62, Divesh Srivastava ,149,,,,,,,,,,,,,,,,Bed-Tree: An All-Purpose Index Structure for String Similarity Search Based on Edit Distance
1140,Per-Ake Larson,Cipri Clinciu,788, Eric N. Hanson,168, Artem Oks,57,  Susan L. Price,9, Srikumar Rangarajan,529, Aleksandras Surna,23, Qingqing Zhou ,457,,,,,,,,SQL Server Column Store Indexes
996,Khaled Elmeleegy,Christopher Olston,784, Benjamin Reed ,66,,,,,,,,,,,,,,,,,,SpongeFiles: Mitigating Data Skew in MapReduce Using Distributed Memory
918,Hyun Jin Moon,Carlo A. Curino,760, Carlo Zaniolo ,92,,,,,,,,,,,,,,,,,,Scalable Architecture and Query Optimization for Transaction-time DBs with Evolving Schemas
714,Anastasia Ailamaki,Erietta Liarou,841, P¨Ï¡Ínar T,441, Danica Porobic,123, Iraklis Psaroudakis ,242,,,,,,,,,,,,,,How to Stop Under-Utilization and Love Multicores
1021,Liang Jeff Chen,Yannis Papakonstantinou ,1329,,,,,,,,,,,,,,,,,,,,Context-sensitive Ranking for Document Retrieval
761,Carsten Binnig,Stefan Hildenbrand,1226, Franz Farber ,181,,,,,,,,,,,,,,,,,,Dictionary-based Order-preserving String Compression for Main Memory Column Stores
1235,Sudeepa Roy,Dan Suciu ,795,,,,,,,,,,,,,,,,,,,,A Formal Approach to Finding Explanations for Database Queries
793,Dan Olteanu, Jiewen Huang ,284,,,,,,,,,,,,,,,,,,,,Secondary-Storage Confidence Computation for Conjunctive Queries with Inequalities
1080,Milos Nikolic,Mohammed ElSeidy,1094, Christoph Koch ,110,,,,,,,,,,,,,,,,,,LINVIEW: Incremental View Maintenance for Complex Analytical Queries
1075,Michael J. Franklin,Donald Kossmann,824, Tim Kraska,565, Sukriti Ramesh,547, Reynold Xin ,476,,,,,,,,,,,,,,CrowdDB: Answering Queries with Crowdsourcing
1334,Yasuko Matsubara,Yasushi Sakurai,1335, Christos Faloutsos ,111,,,,,,,,,,,,,,,,,,AutoPlait: Automatic Mining of Co-evolving Time Sequences
933,Jeff LeFevre,Jagan Sankaranarayanan,927, Hakan Hac©¥g?m?s,218, Junichi Tatemura,304, Neoklis Polyzotis,416, Michael J. Carey ,387,,,,,,,,,,,,MISO: Souping Up Big Data Query Processing with a Multistore System
1197,Sang-Won Lee,Bongki Moon,755, Chanik Park ,96,,,,,,,,,,,,,,,,,,Advances in Flash Memory SSD Technology for Enterprise Database Applications
1294,Wenchao Zhou,Micah Sherr,1071, Tao Tao,553, Xiaozhou Li,632, Boon Thau Loo,81, Yun Mao ,667,,,,,,,,,,,,Efficient Querying and Maintenance of Network Provenance at Internet-Scale
1337,Yijou Chen,Richard L. Cole,1183, William J. McKenna,614, Sergei Perfilov,507,  Aman Sinha,1, Eugene Szedenits Jr. ,171,,,,,,,,,,,,Partial Join Order Optimization in the ParAccel Analytic Database
700,Alexander Kalinin,Ugur Cetintemel,1270, Stan Zdonik ,533,,,,,,,,,,,,,,,,,,Interactive Data Exploration Using Semantic Windows
1164,Quoc Trung Tran,Chee-Yong Chan,767, Srinivasan Parthasarathy ,530,,,,,,,,,,,,,,,,,,Query by Output
1260,Tilmann Zaschke,Christoph Zimmerli,782, Moira C. Norrie ,400,,,,,,,,,,,,,,,,,,The PH-Tree - A Space-Efficient Storage Structure and Multi-Dimensional Index
1172,Rajendra Shinde,Ashish Goel,741, Pankaj Gupta,433, Debojyoti Dutta ,137,,,,,,,,,,,,,,,,Similarity Search and Locality Sensitive Hashing using Ternary Content Addressable Memories
911,Hongzhi Yin,Bin Cui,751, Ling Chen,342,  Zhiting Hu,10,  Zi Huang ,11,,,,,,,,,,,,,,A Temporal Context-Aware Model for User Behavior Modeling in Social Media Systems
1347,Yoshitaka Yamamoto,Koji Iwanuma,999, Shoshi Fukuda ,513,,,,,,,,,,,,,,,,,,Resource-oriented Approximation for Frequent Itemset Mining from Bursty Data Streams
1088,Mohamed A. Sharaf,Panos K. Chrysanthis,1131, Alexandros Labrinidis,30, Cristiana Amza ,116,,,,,,,,,,,,,,,,Optimizing I/O-Intensive Transactions in Highly Interactive Applications
939,Jennie Duggan ,Ugur Cetintemel,1270, Olga Papaemmanouil ,430, Eli Upfal ,163,,,,,,,,,,,,,,,,Performance Prediction for Concurrent Database Workloads
1372,Zengfeng Huang,Lu Wang,1034,Ke Yi,990,Yunhao Liu,1362,,,,,,,,,,,,,,,,Sampling Based Algorithms for Quantile Computation in Sensor Networks
1004,Kostas Zoumpatianos,Stratos Idreos,1234, Themis Palpanas ,556,,,,,,,,,,,,,,,,,,Indexing for Interactive Exploration of Big Data Series
1095,Mona Ahuja ,Cheng Che Chen,772, Ravi Gottapu,469, J?rg Hallmann,243, Waqar Hasan,597, Richard Johnson,478, Maciek Kozyrczak,352, Ramesh Pabbati,467, Neeta Pandit,413, Sreenivasulu Pokuri,526, Krishna Uppala,331,,Peta-Scale Data Warehousing at Yahoo!
864,Florian M. Waas,Joseph M. Hellerstein ,969,,,,,,,,,,,,,,,,,,,,Parallelizing Extensible Query Optimizers
729,Aravind Yalamanchi,Dieter Gawlick ,813,,,,,,,,,,,,,,,,,,,,Compensation-Aware Data Types in RDBMS
1117,Nitin Gupta,Lucja Kot,1035, Sudip Roy,544, Gabriel Bender,183, Johannes Gehrke,291, Christoph Koch ,110,,,,,,,,,,,,Entangled Queries: Enabling Declarative Data-Driven Coordination
1067,Meihui Zhang,Marios Hadjieleftheriou,1055, Beng Chin Ooi,62, Cecilia M. Procopiuc,94, Divesh Srivastava ,149,,,,,,,,,,,,,,Automatic Discovery of Attributes in Relational Databases
1210,Shiming Zhang,Nikos Mamoulis,1113, David W. Cheung ,135,,,,,,,,,,,,,,,,,,Scalable Skyline Computation Using Object-based Space Partitioning
689,Aditya Parameswaran,Georgia Koutrika,878, Benjamin Bercovitz,64, Hector Garcia-Molina ,224,,,,,,,,,,,,,,,,Recsplorer: Recommendation Algorithms Based on Precedence Mining
1233,Steven Euijong Whang,David Menestrina,807, Georgia Koutrika,199, Martin Theobald,374, Hector Garcia-Molina ,224,,,,,,,,,,,,,,Entity Resolution with Iterative Blocking
1123,Oliver Arnold,Sebastian Haas,1201, Gerhard Fettweis ,202, Benjamin Schlegel,67, Thomas Kissinger,557, Wolfgang Lehner  ,617,,,,,,,,,,,,An Application-Specific Instruction Set for Accelerating Set-Oriented Database Primitives
801,Daniel Tahara,Thaddeus Diamond,1248, Daniel J. Abadi ,124,,,,,,,,,,,,,,,,,,Sinew: A SQL System for Multi-Structured Data
1276,Verena Kantere,Debabrata Dash,810, Georgios Gratsias,200, Anastasia Ailamaki ,42,,,,,,,,,,,,,,,,Predicting Cost Amortization for Query Services
980,Kai Zheng,Pui Cheong Fung,1158, Xiaofang Zhou ,626,,,,,,,,,,,,,,,,,,K-Nearest Neighbor Search for Fuzzy Objects
858,Fei Li,Tianyin Pan,1259, H. V. Jagadish ,214,,,,,,,,,,,,,,,,,,Schema-free SQL
1015,Lei Chang,Zhanwei Wang,1373, Tao Ma,552, Lirong Jian,344, Lili Ma,341, Alon Goldshuv,33, Luke Lonergan,350, Jeffrey Cohen,255, Caleb Welton,90, Gavin Sherry Milind Bhandarkar,189,,,,HAWQ: A Massively Parallel Processing SQL Engine in Hadoop
936,Jeffrey Pound,Stelios Paparizos,1229, Panayiotis Tsaparas ,432,,,,,,,,,,,,,,,,,,Facet Discovery for Structured Web Search: A Query-log Mining Approach
898,Haopeng Zhang,Yanlei Diao,1327, Neil Immerman ,414,,,,,,,,,,,,,,,,,,On Complexity and Optimization of Expensive Queries in Complex Event Processing
691,Ahmad Ghazal,Dawit Seid,809, Ramesh Bhashyam,466, Alain Crolotte ,20, Manjula Koppuravuri,361, Vinod G ,586,,,,,,,,,,,,Dynamic Plan Generation for Parameterized Queries
923,Ioannis Alagiannis, Stratos Idreos,540, Anastasia Ailamaki ,42,,,,,,,,,,,,,,,,,,H2O: A Hands-free Adaptive Store
733,Arjun Dasgupta,Nan Zhang,1102, Gautam Das,188, Surajit Chaudhuri ,549,,,,,,,,,,,,,,,,Privacy Preservation of Aggregates in Hidden Databases:  Why and How?
835,Emad Soroush,Magdalena Balazinska,1040, Daniel Wang ,127,,,,,,,,,,,,,,,,,,ArrayStore: A Storage Manager for Complex Parallel Array Processing
1086,Mirco Stern,Klemens B?hm,998, Erik Buchmann ,169,,,,,,,,,,,,,,,,,,Processing Continuous Join Queries in Sensor Networks:a Filtering Approach
1359,Yufei Tao,Ke Yi,990, Cheng Sheng,104, Panos Kalnis ,434,,,,,,,,,,,,,,,,Quality and Efficiency in High Dimensional Nearest Neighbor Search
1126,Orestis Polychroniou,Rajkumar Sen,1173, Kenneth A. Ross ,317,,,,,,,,,,,,,,,,,,Track Join: Distributed Joins with Minimal Network Traffic
891,Haiquan Chen,Wei-Shinn Ku,1291, Haixun Wang,217, Min-Te Sun ,394,,,,,,,,,,,,,,,,Leveraging Spatio-Temporal Redundancy for RFID Data Cleansing
1236,Sudipto Das,Yannis Sismanis,1330, Kevin S. Beyer,322, Rainer Gemulla,462, Peter J. Haas,444, John McPherson ,295,,,,,,,,,,,,Ricardo: Integrating R and Hadoop
724,Anshuman Dutt,Jayant R. Haritsa ,932,,,,,,,,,,,,,,,,,,,,Plan Bouquets: Query Processing without Selectivity Estimation
1275,Venu Satuluri,Srinivasan Parthasarathy,1223, Yiye Ruan ,659,,,,,,,,,,,,,,,,,,Local Graph Sparsification for Scalable Clustering
727,Anup Chalamalla,Ihab F. Ilyas,920, Mourad Ouzzani,403, Paolo Papotti ,436,,,,,,,,,,,,,,,,Descriptive and Prescriptive Data Cleaning Anup Chalamalla1
1377,Zhen Hua Liu,Thomas Baby,1254, Sukhendu Chakraborty,546, Junyan Ding,305, Anguel Novoselsky,45, Vikas Arora ,585,,,,,,,,,,,,Pay-As-You-Go ? An Adaptive Approach to Provide Full Context-Aware Text Search over Document Content
819,Dimitris Tsirogiannis,Stavros Harizopoulos,1224, Mehul A. Shah ,383,,,,,,,,,,,,,,,,,,Analyzing the Energy Efficiency of a Database Server
1341,Yingxia Shao,Lei Chen,1016, Bin Cui ,71,,,,,,,,,,,,,,,,,,Efficient Cohesive Subgraphs Detection in Parallel
1215,Sihem Amer-Yahia,Jian Huang,949, Cong Yu ,112,,,,,,,,,,,,,,,,,,Building Community-Centric Information Exploration Applications on Social Content Sites
1331,Yanyan Shen,Kaushik Chakrabarti,986, Surajit Chaudhuri,548, Bolin Ding,79, Lev Novik ,338,,,,,,,,,,,,,,Discovering Queries based on Example Tuples
1280,Viktor Leis,Peter Boncz,1143, Alfons Kemper,31, Thomas Neumann ,559,,,,,,,,,,,,,,,,Morsel-Driven Parallelism: A NUMA-Aware Query Evaluation Framework for the Many-Core Age
740,Arvind Arasu,Raghav Kaushik,1169, Jian Li ,268,,,,,,,,,,,,,,,,,,Data Generation using Declarative Constraints
1384,Zitong Chen,Yubao Liu,1354, Raymond Chi-Wing Wong,473, Jiamin Xiong,267, Ganlin Mai,186, Cheng Long ,103,,,,,,,,,,,,Efficient Algorithms for Optimal Location Queries in Road Networks
995,Khai Q. Tran,Jeffrey F. Naughton,935, Bruhathi Sundarmurthy,88, Dimitris Tsirogiannis ,147,,,,,,,,,,,,,,,,"JECB: a Join-Extension, Code-Based Approach to OLTP Data Partitioning"
1351,Yu Xu,Pekka Kostamaa,1138, Yan Qi,643, Jian Wen,270, Kevin Keliang Zhao ,321,,,,,,,,,,,,,,A Hadoop Based Distributed Loading Approach to Parallel Data Warehouses
1370,Zaiben Chen,Heng Tao Shen,902, Xiaofang Zhou,625, Yu Zheng,663, Xing Xie ,638,,,,,,,,,,,,,,Searching Trajectories by Locations - An Efficiency Study
1281,Vinayak Borkar,Michael Carey,1073, Sebu Koleth,503, Alex Kotopoulis,24, Kautul Mehta,312, Joshua Spiegel,301, Sachin Thatte,492, Till Westmann ,563,,,,,,,,Graphical XQuery in the AquaLogic Data Services Platform
1312,Xiaoyong Chai,Ba-Quy Vuong,745, AnHai Doan,46, Jeffrey F. Naughton ,256,,,,,,,,,,,,,,,,Efficiently Incorporating User Feedback into Information Extraction and Integration Programs
1110,Nikolaus Augsten,Armando Miraglia,736, Thomas Neumann,558, Alfons Kemper ,32,,,,,,,,,,,,,,,,On-the-Fly Token Similarity Joins in Relational Databases
1092,Mohammad Sadoghi,Hans-Arno Jacobsen ,895,,,,,,,,,,,,,,,,,,,,BE-Tree: An Index Structure to Efficiently Match Boolean Expressions over High-dimensional Discrete Space
1303,Woon-Hak Kang,Sang-Won Lee,1197, Bongki Moon,80, Yang-Suk Kee,645, Moonwook Oh ,401,,,,,,,,,,,,,,Durable Write Cache in Flash Memory SSD for Relational and NoSQL Databases
859,Feifei Li,Ke Yi,990, Jeffrey Jestes ,257,,,,,,,,,,,,,,,,,,Ranking Distributed Probabilistic Data Feifei Li1 Ke Yi2 Jeffrey Jestes1
854,Fangjin Yang ,Eric Tschetter,840, Xavier L?aut?,618, Nelson Ray,415, Gian Merlino,203, Deep Ganguli ,138,,,,,,,,,,,,Druid A Real-time Analytical Data Store
870,Gabriel Bender,¨©ucja Kot,1036, Johannes Gehrke ,292,,,,,,,,,,,,,,,,,,Explainable Security for Relational Databases
832,Eli Cortez,Altigran S. da Silva,706, Marcos Andr? Gon?alves,366, Edleno S. de Moura ,159,,,,,,,,,,,,,,,,ONDUX: On-Demand Unsupervised Learning for Information Extraction
846,Evan P. C. Jones,Daniel J. Abadi,798, Samuel Madden ,498,,,,,,,,,,,,,,,,,,Low Overhead Concurrency Control for Partitioned Main Memory Databases
1256,Thomas Neumann, ,,,,,,,,,,,,,,,,,,,,,Query Simplification: Graceful Degradation for Join-Order Optimization
955,Jie Xu,Dmitri V. Kalashnikov,823, Sharad Mehrotra ,508,,,,,,,,,,,,,,,,,,Efficient Summarization Framework for Multi-Attribute Uncertain Data
812,Di Chen,Christian Konrad,778, Ke Yi,314, Wei Yu,604, Qin Zhang ,455,,,,,,,,,,,,,,Robust Set Reconciliation 
1020,Lian Liu,Raymond Chi-Wing Wong ,1179,,,,,,,,,,,,,,,,,,,,Finding Shortest Path on Land Surface
879,Georgios J. Fakas,Zhi Cai,1381, Nikos Mamoulis ,423,,,,,,,,,,,,,,,,,,Diverse and proportional Size-l Object Summaries for Relational Keyword Search
978,Kai Ren,YongChul Kwon,1343, Magdalena Balazinska,353, Bill Howe ,70,,,,,,,,,,,,,,,,Hadoop's Adolescence An analysis of Hadoop usage in scientific workloads
946,Jia Wang,James Cheng ,930,,,,,,,,,,,,,,,,,,,,Truss Decomposition in Massive Networks
957,Jiexing Li,Arnd Christian Konig,739, Vivek Narasayya,588, Surajit Chaudhuri,548, Vivek Narasayya,588, Surajit Chaudhuri ,549,,,,,,,,,,,,Robust Estimation of Resource Consumption for SQL Queries using Statistical Techniques
912,Houtan Shirani-Mehr,Farnoush Banaei-Kashani,857, Cyrus Shahabi ,119,,,,,,,,,,,,,,,,,,Efficient Reachability Query Evaluation in Large Spatiotemporal Contact Datasets
1041,Maheswaran Sathiamoorthy,Megasthenis Asteris,1065, Dimitris Papailiopoulos,146, Alexandros G. Dimakis,29, Ramkumar Vadali,468, Scott Chen,500, Dhruba Borthakur ,142,,,,,,,,,,XORing Elephants: Novel Erasure Codes for Big Data
771,Chen Zeng,Jeffrey F. Naughton,935, Jin-Yi Cai ,286,,,,,,,,,,,,,,,,,,On Differentially Private Frequent Itemset Mining
855,Fanwei Zhu,Yuan Fang,1352, Kevin Chen-Chuan Chang,320, Jing Ying ,287,,,,,,,,,,,,,,,,Incremental and Accuracy-Aware Personalized PageRank through Scheduled Approximation
1326,Yanif Ahmad,Oliver Kennedy,1124,  Christoph Koch,4, Milos Nikolic ,391,,,,,,,,,,,,,,,,"DBToaster: Higher-order Delta Processing for Dynamic, Frequently Fresh Views"
1118,Nodira Khoussainova,Magdalena Balazinska,1040, Dan Suciu ,122,,,,,,,,,,,,,,,,,,PerfXplain: Debugging MapReduce Job Performance
899,Harold Lim,Herodotos Herodotou,904, Shivnath Babu ,512,,,,,,,,,,,,,,,,,,Stubby: A Transformation-based Optimizer for MapReduce Workflows
1314,Xin Cao,Lisi Chen,1025, Gao Cong,187, Xiaokui Xiao ,630,,,,,,,,,,,,,,,,Keyword-aware Optimal Route Search
1160,Qiang Zeng,Xiaorui Jiang,1311, Hai Zhuge ,215,,,,,,,,,,,,,,,,,,Adding Logical Operators to Tree Pattern Queries on Graph-Structured Data
844,Essam Mansour,Amin Allam,708, Spiros Skiadopoulos,524, Panos Kalnis ,434,,,,,,,,,,,,,,,,ERA: Efficient Serial and Parallel Suffix Tree Construction for Very Long Strings
1068,Meiyu Lu,Divyakant Agrawal,822, Bing Tian Dai,74, Anthony K. H. Tung,51, atung@comp.nus.edu.sg ,60,,,,,,,,,,,,,,Schema-As-You-Go: On Probabilistic Tagging and Querying of Wide Tables
1243,Svilen R. Mihaylov,Zachary G. Ives,1369, Sudipto Guha  ,545,,,,,,,,,,,,,,,,,,"REX: Recursive, Delta-Based Data-Centric Computation"
1174,Rakesh Pimplikar,Sunita Sarawagi ,1240,,,,,,,,,,,,,,,,,,,,Answering Table Queries on the Web using Column Keywords
796,Danica Porobic,Ippokratis Pandis,925, Miguel Branco,389, Pinar Tozun,449, Anastasia Ailamaki ,42,,,,,,,,,,,,,,OLTP on Hardware Islands
750,Bin Cao,Antonio Badia ,726,,,,,,,,,,,,,,,,,,,,Efficient Implementation of Generalized Quantification in Relational Query Languages
926,Iraklis Psaroudakis,Manos Athanassoulis,1049, Anastasia Ailamaki ,42,,,,,,,,,,,,,,,,,,Sharing Data and Work Across Concurrent Analytical Queries
731,Arijit Khan,Yinghui Wu,1339, Charu C. Aggarwal,100, Xifeng Yan ,634,,,,,,,,,,,,,,,,NeMa: Fast Graph Search with Label Similarity
1078,Michael T. Goodrich,Duy Nguyen,827, Olga Ohrimenko,429, Charalampos Papamanthou,97, Roberto Tamassia,484, Nikos Triandopoulos,424, Cristina Videira Lopes ,117,,,,,,,,,,Efficient Verification of Web-Content Searching Through Authenticated Web Crawlers
1010,Kyriakos Mouratidis,HweeHwa Pang ,917,,,,,,,,,,,,,,,,,,,,Computing Immutable Regions for Subspace Top-k Queries
774,Cheng Long,Raymond Chi-Wing Wong,1178, H. V. Jagadish ,214,,,,,,,,,,,,,,,,,,Direction-Preserving Trajectory Simplification
1070,Miao Qiao, Lu Qin,346, Hong Cheng,230,  Jeffrey Xu Yu,6, Wentao Tian  ,612,,,,,,,,,,,,,,Top-K Nearest Keyword Search on Large Graphs
1199,Sayan Ranu,Ambuj K. Singh ,707,,,,,,,,,,,,,,,,,,,,Answering Top-k Queries Over a Mixture of Attractive and Repulsive Dimensions
1232,Stephen Tu,M. Frans Kaashoek,1038, Samuel Madden,497, Nickolai Zeldovich  ,420,,,,,,,,,,,,,,,,Processing Analytical Queries over Encrypted Data
686,Ada Wai-Chee Fu,Huanhuan Wu,914, James Cheng,248, Raymond Chi-Wing Wong ,474,,,,,,,,,,,,,,,,IS-LABEL: an Independent-Set based Labeling Scheme for Point-to-Point Distance Querying
1322,Yang Li,Pegah Kamousi,1137, Fangqiu Han,173, Shengqi Yang,511, Xifeng Yan,633, Subhash Suri ,543,,,,,,,,,,,,Memory Efficient Minimum Substring Partitioning
1282,Vince Barany,Balder ten Cate,747, Martin Otto ,372,,,,,,,,,,,,,,,,,,Queries with Guarded Negation Vince Ba
1046,Manoj K Agarwal,Krithi Ramamritham,1006, Manish Bhide ,359,,,,,,,,,,,,,,,,,,Real Time Discovery of Dense Clusters in Highly Dynamic Graphs:  Identifying Real World Events in Highly Dynamic Environments
1239,Sumeet Bajaj,Radu Sion ,1167,,,,,,,,,,,,,,,,,,,,CorrectDB: SQL Engine with Practical Query Authentication
973,Jun Gao,Ruoming Jin,1194, Jiashuai Zhou,280, Jeffrey Xu Yu,258, Xiao Jiang,622, Tengjiao Wang ,555,,,,,,,,,,,,Relational Approach for Shortest Path Discovery over Large Graphs
